127.0.0.1 - - [16/Feb/2021:12:57:44 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [16/Feb/2021:12:57:48 +0530] "GET /FashionKingFrontend/ HTTP/1.1" 200 6430
0:0:0:0:0:0:0:1 - - [16/Feb/2021:12:57:50 +0530] "GET /FashionKingFrontend/images/backpack.jpg HTTP/1.1" 200 123733
0:0:0:0:0:0:0:1 - - [16/Feb/2021:12:57:50 +0530] "GET /FashionKingFrontend/images/photographer.jpg HTTP/1.1" 200 585524
0:0:0:0:0:0:0:1 - - [16/Feb/2021:12:57:50 +0530] "GET /FashionKingFrontend/images/skybag.jpg HTTP/1.1" 200 82345
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:13:46 +0530] "GET /FashionKingFrontend/ HTTP/1.1" 200 6430
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:13:47 +0530] "GET /FashionKingFrontend/images/backpack.jpg HTTP/1.1" 200 123733
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:13:47 +0530] "GET /FashionKingFrontend/images/photographer.jpg HTTP/1.1" 200 585524
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:13:47 +0530] "GET /FashionKingFrontend/images/skybag.jpg HTTP/1.1" 200 82345
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:14:27 +0530] "GET /FashionKingFrontend/ HTTP/1.1" 200 6430
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:14:27 +0530] "GET /FashionKingFrontend/images/backpack.jpg HTTP/1.1" 200 123733
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:14:27 +0530] "GET /FashionKingFrontend/images/skybag.jpg HTTP/1.1" 200 82345
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:14:27 +0530] "GET /FashionKingFrontend/images/photographer.jpg HTTP/1.1" 200 585524
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:14:27 +0530] "GET /FashionKingFrontend/images/bag-logo.jpg HTTP/1.1" 200 5550
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:14:57 +0530] "GET /FashionKingFrontend/login HTTP/1.1" 200 5087
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:14:57 +0530] "GET /FashionKingFrontend/images/traveller.jpg HTTP/1.1" 200 194459
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:15:02 +0530] "GET /FashionKingFrontend/register HTTP/1.1" 200 7826
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:15:09 +0530] "GET /FashionKingFrontend/aboutus HTTP/1.1" 200 5039
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:15:14 +0530] "GET /FashionKingFrontend/contactus HTTP/1.1" 200 5122
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:15:23 +0530] "GET /FashionKingFrontend/login HTTP/1.1" 200 5087
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:15:23 +0530] "GET /FashionKingFrontend/images/traveller.jpg HTTP/1.1" 200 194459
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:15:31 +0530] "POST /FashionKingFrontend/perform_login HTTP/1.1" 200 4528
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:15:44 +0530] "GET /FashionKingFrontend/showCategory HTTP/1.1" 200 8682
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:15:50 +0530] "GET /FashionKingFrontend/showProduct HTTP/1.1" 200 6506
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:15:56 +0530] "GET /FashionKingFrontend/showSupplier HTTP/1.1" 200 6304
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:16:09 +0530] "POST /FashionKingFrontend/insertSupplier HTTP/1.1" 200 6599
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:16:30 +0530] "GET /FashionKingFrontend/showSupplier HTTP/1.1" 200 6599
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:16:37 +0530] "POST /FashionKingFrontend/insertSupplier HTTP/1.1" 500 30817
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:16:42 +0530] "GET /FashionKingFrontend/showSupplier HTTP/1.1" 200 6599
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:16:54 +0530] "GET /FashionKingFrontend/showProduct HTTP/1.1" 200 6506
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:17:00 +0530] "GET /FashionKingFrontend/showSupplier HTTP/1.1" 200 6599
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:17:09 +0530] "POST /FashionKingFrontend/insertSupplier HTTP/1.1" 200 6898
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:17:22 +0530] "GET /FashionKingFrontend/editSupplier/21312 HTTP/1.1" 200 5086
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:17:28 +0530] "POST /FashionKingFrontend/updateSupplier HTTP/1.1" 200 6892
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:17:31 +0530] "GET /FashionKingFrontend/deleteSupplier/21312 HTTP/1.1" 200 6599
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:17:35 +0530] "GET /FashionKingFrontend/deleteSupplier/showProduct HTTP/1.1" 400 762
0:0:0:0:0:0:0:1 - - [16/Feb/2021:14:17:39 +0530] "GET /FashionKingFrontend]/showProduct HTTP/1.1" 400 762
